"post_id";"status";"title";"url_key";"use_comments";"short_content";"full_content";"posted_by";"google_profile";"facebook_profile";"twitter_profile";"meta_title";"meta_tags";"meta_description";"created_at";"updated_at";"published_at";"recently_commented_at";"user_define_publish";"notify_on_enable";"display_short_content";"comments_enabled";"views";"post_thumbnail";"list_thumbnail";"thumbnail_url";"grid_class";"canonical_url"
"38";"2";"Australian Wines: Overview, History, Wine Regions, & More";"australian-wines";"0";NULL;"<p>The wine industry in Australia is the fourth largest exporter of wine in the world.  It accounts for $5.5 billion dollars annually to the nation’s economy.  It has a major shar in south Asian wine markets and is second largest in the India markets.  Australia consumes almost 500 million liters of wine per year. The major varietals are Shiraz, Cabernet Sauvignon, Chardonnay, Merlot, Semillon, Pinot Noir, Riesling and Sauvignon Blanc.</p><p>  The history dates back to 1788 where cuttings of vines came from the penal colony of New South Wales from the Cape of Good Hope.  The attempt to make wine from these cuttings didn’t work out so well but the settlers managed to cultivate vines suitable for winemaking.  Some of the first wine produced was in 1820 and available for sale locally.  Gregory Blaxland was one of the first to export wine in 1822 and he also won an overseas award. </p><p>  Early wine producers faced many difficulties due to the climate and terroir.  After a few years of history, they finally saw success at the 1873 exhibition of Vienna where French Judges enjoyed until they found out where it originated.  As Australia continued winning high honors in French competitions, they were hit pretty hard during the phylloxera epidemic.  Up until the late 1970s, Australia produced many sweet and fortified wines but since has rapidly become a leader in quantity and quality.  Over the last twenty years, Australia suffered low grape priced which the government urged producers to pull their vines and clean skin wines was introduced.  Since this long period of history, organic and biodynamic farming has been popular and they have seen a demand for organic wines in the European markets.</p><p>   Australia’s wine regions are regulated like their labels and divided into South Eastern Australia, Victoria wine region, New South Wales wine region, and the Western Australia wine region.  Australian winemaking results have been impressive and it has established benchmarks for a number of varietals.</p><p>  Penfolds Grange is one of the most famous wines in Australia.  This wine has won more than 50 gold medals and has topped the charts and reviews in all the publications. </p><p>  Some of the more popular names you might have heard of are Peter Lehman, Yellow Tail, Little Penguin, Molly Dooker, Greg Norman and many more.  Some really good and inexpensive wines have come from Australia and I am sure you will enjoy many of the wines they produce.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/german-classifications-and-history-of-wine.html"">German Wine History &amp; Classifications</a></p><p><a href=""https://theliquorstore.com"">Further explore our inventory here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Australian Wines: Overview, History, Wine Regions, & More";NULL;"The wine industry in Australia is the fourth largest exporter of wine in the world.  It accounts for $5.5 billion dollars annually to the nation’s economy.  It has a major shar in south Asian wine";"2019-06-17 03:47:04";"2019-06-17 03:47:22";"2019-07-07 15:47:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"39";"2";"Hosting a wine tasting party";"hosting-a-wine-tasting-party";"0";NULL;"<p>What better way to get people together than a good wine tasting party.  There are so many benefits to hosting a party where you can share your thoughts and opinions on wine.  It is a neat way to share your love of wine with a variety of new and interesting wines.  You don’t need to invite a lot of guests and just keep it to those who would share the same appreciation of wine with you.</p><p>  You can make your party theme orientated by picking a certain wine category.  For instance maybe have a Super Tuscan party, A French Bordeaux party or mix it up and have an around the world wine party and experience wines from all over.  Many people tend to associate the season with their party so if you are having a party in the summertime, then you would most likely have sangria or sparkling, refreshing, white wines.  Be creative and ask your local wine merchant for recommendations.  They can be a great deal of help and a great resource when picking your wine.  By minimum, you should have about 6 bottles for 12 people and maybe other cocktails available after the tasting.</p><p>  Once you picked your wine, you might want to decide what food to serve.  If you are going with a theme, then you might want to follow through with food from the same region.  For instance, if you are having a Spanish wine tasting then maybe serve some tapas with the wine to tie in the flavors of the country as well as the beautiful wine you choose.  Cheeses, fruits, unsalted crackers, and other munchies should be available for guests.  Nothing screams “Party” more than d’oeuvres.  Another option available for guests is spit buckets and bottled water to clean your palate between wines.</p><p>  Once you have the guest lists and your wines, one of the most important things is to serve your wine at the correct temperatures and know your wine etiquette.  Learn about pouring and do some research so you can impress your company with knowledge of the region.  Take notes of color, clarity, the legs, aromas, and all the other great things you have enjoyed about wine and share that with your friends….As always “Enjoy”.     </p><p>Further reading: <a href=""https://theliquorstore.com/blog/have-you-been-corked.html"">Have you been corked?</a></p><p><a href=""https://theliquorstore.com/"">Learn more about our wines and spirits here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Hosting a wine tasting party";NULL;"What better way to get people together than a good wine tasting party.  There are so many benefits to hosting a party where you can share your thoughts and opinions on wine.  It is a neat way to";"2019-06-17 03:49:34";"2019-06-17 03:49:34";"2019-07-08 15:47:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"12";NULL;NULL;NULL;"w1";NULL
"40";"2";"How many calories are in wine?";"how-many-calories-are-in-wine";"0";NULL;"<p>Obesity is a major problem we face in the world today so many of the foods and drinks we consume are becoming more health conscience.  Choosing the right food can help in the fight against obesity and making little changes can help.  With red wine becoming more popular for its help in fighting cardiovascular disease, there is not much information on wine labels to help determine the calories in a glass of wine.
</p><p>Just like any other product, too much of a good thing can sometimes be bad.  Hopefully this article will help with deciding whether or not to add that glass a day of wine to your diet.  You don’t have to worry too much about fats in wine because there isn’t any but the thing you might want to keep an eye on is the sugar content.  Sugar is a carbohydrate that occurs naturally in every fruits and vegetable.
</p><p> The way sugar affects our diet is when we take more sugary carbohydrates in than we burn.  At 16 calories per teaspoon, sugar is not fattening but any excess calories from sugar that the body doesn’t need gets stored in the body and you gain weight.  Below is some estimated information on the calories contained in a bottle of wine.
</p><h2>Calories per varietal:</h2><p><b>Port, Muscatel, fortified wines-</b> These wines, especially fortified wines may be high in alcohol.  Some even contain levels around 18% percent.  The wines are on the sweeter side and contain the most sugar than other wines.  These wines can contain anywhere from 900 calories to 1,200 calories per bottle.
</p><p><b>Cream sherry, Sweet, fortified, wines-</b> These wines can also contain high levels of alcohol as well as sugar levels around 1,065 calories per bottle.
</p><p><b>Dry, fortified, Sherry, wines-</b> These wines can contain high levels of alcohol and around anywhere from 600 to 780 calories per bottle.  If one serving size glass is around 6 oz., than you can get around 4 to 5 glasses out of a 750ml size bottle.
</p><p><b>Champagne, Sparkling wines-</b> These pleasant sparkling crisp refreshing drinks are a must for celebrations and toasts.  On average a bottle of champagne, white and brut or extra dry can contain anywhere from 450 to 531 calories per bottle.
</p><p><b>Red wines, Rose, Medium bodied wines-</b> These wines are actually among the healthiest for you.  Red wine contains high levels of resveratrol which studies have shown can help reduce the thickening of arteries and help improve cardiovascular disease.  Red wines contain around 500 to 562 calories per bottle.
</p><p><b>White wines, dry, table white wines-</b> These wines are great with light meals and appetizers.  They can run anywhere between 480 to 560 calories per bottle.
</p><p>  These figures are estimated and the true calorie count depends mostly on the type of wine you are drinking.  Some white wines like pinot grigio are more on the dry side than a vinho verde which may change the calorie count per bottle.  Upon average, a glass of white or red wine can contain anywhere from 100 to 140 calories per 6 oz. glass.  The 6oz. serving size is based on what bars and restaurants serve customers.  Glass serving sizes vary on the consumer.
</p><p>  The good thing about wine is that it does not contain any fats which with moderation can actually help a healthy diet.  Even moderate intake of alcohol can benefit the body by decreasing the risks of strokes, diabetes, rheumatoid arthritis, osteoporosis and cardiovascular disease.  But like I mentioned before, moderation is the key.  Excess abuse of alcohol can not only damage the liver but can cause major health problems if abused excessively.  Doctors urge older patients to drink about a glass of red wine per day with dinner or to be a bit more technical, 140g to 210 grams per week for men and 84g- 140 grams per week for women.  Of course consumption is not recommended for pregnant women or women who breastfeed.  Below is a chart that might make things a little easier.
</p><p><em>*These are estimates based on average bottles of wine.  Some wines may contain more sugars than others.</em>
</p><table><colgroup><col><col><col><col><col><col></colgroup>
<tbody>
<tr>
	<td>
		<p>Wine
		</p>
	</td>
	<td>
		<p>Calories
		</p>
	</td>
	<td>
		<p>Fat(g)
		</p>
	</td>
	<td>
		<p>Carb
		</p>
	</td>
	<td>
		<p>Protein
		</p>
	</td>
	<td>
		<p>Amount
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Wine, Fortified, Port, Muscatel
		</p>
	</td>
	<td>
		<p>1,120
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>98
		</p>
	</td>
	<td>
		<p>1.5(g)
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Wine, Cream Sherry, Sweet Sherry, Fortified
		</p>
	</td>
	<td>
		<p>1070
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>87
		</p>
	</td>
	<td>
		<p>1.5 g
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Wine, Dry, Sherry, Fortified
		</p>
	</td>
	<td>
		<p>790
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>7.5
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Champagne, Sparkling wines, Cava, Prossecco, average
		</p>
	</td>
	<td>
		<p>540
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>12.5
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Red Wine, Rose, Medium bodied
		</p>
	</td>
	<td>
		<p>500
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>4.7
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>White wines, table, dry wines
		</p>
	</td>
	<td>
		<p>560
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>7.5
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
<tr>
	<td>
		<p>Sake, Rice wines, Wines with higher alcohol
		</p>
	</td>
	<td>
		<p>415
		</p>
	</td>
	<td>
		<p>0
		</p>
	</td>
	<td>
		<p>9.4
		</p>
	</td>
	<td>
		<p>0.8
		</p>
	</td>
	<td>
		<p>750ml
		</p>
	</td>
</tr>
</tbody>
</table><p>Further reading: <a href=""https://theliquorstore.com/blog/the-facts-about-the-healthy-ingredients-in-wine.html"">The facts about healthy ingredients in wine</a>.</p><p><a href=""https://theliquorstore.com/"">Learn more about our wines and spirits here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"How many calories are in wine?";NULL;"Obesity is a major problem we face in the world today so many of the foods and drinks we consume are becoming more health conscience.  Choosing the right food can help in the fight against obesity";"2019-06-17 03:53:11";"2019-06-17 03:53:11";"2019-07-09 15:50:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"22";NULL;NULL;NULL;"w1";NULL
"41";"2";"How to Become a Sommelier";"how-to-become-a-sommelier";"0";NULL;"<p>If you don’t know what a sommelier is than maybe I can clarify things for you.  A sommelier is someone that is trained and knowledgeable about wine.  Also called a wine steward, sommeliers usually work in fine restaurants and they provide a service that differs from that of a wine waiter.  </p><p>A sommelier is great with recommending a wine based on food pairings and can tell you the history of the wine.  A wine waiter can just basically tell you pricing and what is stated on the back label.  A real sommelier has a tastevin around his neck which is a small cup that they can judge the maturity and taste of the wine.  </p><p>These cups were created by Burgundy winemakers to help them judge the clarity and color of a wine in a dim lit cellar.  These tastevin had a shiny inner surface which helped reflect the light.  Unfortunately modern technology made the tastevin obsolete.  Some Sommeliers wear a ribbon around their necks to symbolize tradition.</p><p>  So to become a sommelier is not too hard.  There are different levels of sommelier which include master sommelier.  The first court of master sommeliers was founded in London in 1977.  There are still exams held to this day in the United Kingdon and North America.  </p><p>There are four levels of certification and the introductory course is a two day seminar.  To become a master is a little harder with different sections of testing which include standing in front of six glasses of wine and blindly identify them correctly.  </p><p>Another part of the master test is in a restaurant where you are giving tips for correctly pouring and opening still and sparkling wines while being asked questions from the previous tests.  The percentage rates of passing the masters certification is very low and very hard to pass but if wine is your passion, then you might want to consider becoming a sommelier.  </p><p>A simple internet search will give you all the answers you need and think becoming a sommelier is a great certification to add to your resume.  As always, enjoy.</p><p>Further reading: <a href=""https://theliquorstore.com/blog/hosting-a-wine-tasting-party.html"">Hosting a wine tasting party</a></p><p><a href=""https://theliquorstore.com/"">Learn more about our wines and spirits here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"How to Become a Sommelier";NULL;"If you don’t know what a sommelier is than maybe I can clarify things for you.  A sommelier is someone that is trained and knowledgeable about wine.  Also called a wine steward, sommeliers usually";"2019-06-17 03:55:29";"2019-06-17 03:57:48";"2019-07-10 15:55:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"18";NULL;NULL;NULL;"w1";NULL
"42";"2";" How to serve Wine";"how-to-serve-wine";"0";NULL;"<p>I know you might not think it is difficult to serve wine and I guess anyone can pretty much pour a bottle of wine but there are a few tricks that might help enhance your experience and or your drinker’s experience.  The idea is to get the very best out of your bottle of wine and these little tips may help you on your next wine serving adventure.  It really isn’t too hard and the tricks are really some basic wine knowledge to help.
</p><h2>Wine temperatures</h2><p>  Believe it or not, some people don’t know what temperature to serve wine at.  White wines are best served chilled but Red Wines are best served at room temperature.  Many people don’t know this and they serve their red wine chilled.
</p><h2>Use the right Glasses</h2><p>  You can pretty much serve wine in a goblet or chalice if you wanted to but it is better to use a wine glass.  Believe it or not wine glasses are designed to allow for oxygen to have a wider contact with the wine which allows the wine to breathe, getting better flavor and aromas out of your wine.  There are glasses for all types of wines, liquors, champagne, etc. They are all designed to enhance the experience of the drink.
</p><h2>Use an Aerator</h2><p>  Allowing your wine to breathe is the best thing you can do to enhance the flavor of the wine.  Aerators diffuse the wine and allow oxygen to open up the more floral aromas of the wine.  There are other ways to allow your wine to breathe, another way is to use a decanter which not only has an aesthetic look but allows more surface area of the wine to be exposed to oxygen.
</p><h2>Servings</h2><p>  Don’t over pour your wine.  The rule is to leave enough room in the glass so that you can swirl your wine around to see the legs of the wine.  By swirling the wine, you allow the wine to breathe more which in the end gives you great flavor and aromas.
</p><p>When you apply these simple and easy techniques, you will not only be able to enjoy your wine more but also your company will get to enjoy the experience and will most likely thank you later.  So now you are on your way to making every occasion more memorable.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/how-to-become-a-sommelier.html"">How to Become a Sommelier</a></p><p><a href=""https://theliquorstore.com/"">Learn more about our wines and spirits here.</a></p>";"gitka gitka";NULL;NULL;NULL;" How to serve Wine";NULL;"I know you might not think it is difficult to serve wine and I guess anyone can pretty much pour a bottle of wine but there are a few tricks that might help enhance your experience and or your";"2019-06-17 04:07:43";"2019-06-17 04:07:43";"2019-07-11 15:58:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"43";"2";"Is wine good for your teeth?";"is-wine-good-for-your-teeth";"0";NULL;"<p>We are always reminded by them humorous detergent commercials showing the red wine stains on clothing and wondering what effects wine has on our teeth.  Wine can be very acidic and may contain staining agents as well as residuals sugars that may damage our teeth.  Many people switched to drinking white wine because of the association with red wine and staining but recent research has actually found different findings.</p><p>  Most of the bacteria that damage our teeth are called streptococcus and they live in our mouths feeding on the sugars in our diet.  It usually sticks to the enamel and triggers a process called demineralization, where holes are formed through the acid released from the bacteria.  Scientists found an active ingredient called proanthocyanidins which are compounds found in grape skins and they block these bacteria from sticking to the enamel.  Other studies showed that polyphenols fight off diseases of periodontitis which affect the gums and bones in the mouth.  These compounds were also found in cranberries and they help prevent plaque and cavities. </p><p>  The only downside to this finding is that wine and both cranberries and the products containing these also contain a lot of sugars which can be bad for the teeth.  Clinical testing are trying to find ways of adding these benefits to toothpastes and mouthwash without the sugars.  So don’t be afraid to sip on the favorite cocktail and drink that red wine. </p><p>Further reading: <a href=""https://theliquorstore.com/blog/how-many-calories-are-in-wine.html"">How many calories are in wine?</a></p><p><a href=""https://theliquorstore.com/"">Learn more about our wines and spirits here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Is wine good for your teeth?";NULL;"We are always reminded by them humorous detergent commercials showing the red wine stains on clothing and wondering what effects wine has on our teeth.  Wine can be very acidic and may contain";"2019-06-17 04:17:35";"2019-06-17 04:17:35";"2019-07-12 16:08:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"18";NULL;NULL;NULL;"w1";NULL
"44";"2";"Joining a Wine club";"joining-a-wine-club";"0";NULL;"<p>Joining a wine club can be quite fun and enjoyable.  Whether it is a social get together to appreciate wine, or an internet wine club that offers great discounts and sends you bottles periodically, both can be great experiences.
</p><h2>The Social Wine Club</h2><p> The social get together is great for meeting new people.  A common appreciation can bring together friends and actually be educational.  There is a lot to learn about wine and when you combine that with common conversations with friends, it is almost therapeutic.  I have met many people who loved their wine clubs because many times they got to taste a wine they most likely would never have tried on their own.  They learned the differences between a nicely aged bottle of wine and also became more familiar with the lingo sometimes associated with this industry.  Terms like aromas, bouquets, to terms like Super Tuscans become more understandable.  There are many free wine clubs where all you do have to bring is a nice bottle of wine.  Another benefit is that most of the time consuming information about varietals and other topics are usually done by the leader of the club.  You can find many of these groups on your social media sites like “facebook”, “Yahoo’, Etc.
</p><h2>Internet Wine Clubs</h2><p>  Internet Wine clubs can be a great way to sample and get the chance to experience wines both red and white that you otherwise might not have found.  Another benefit is to get premium wines at great discounted prices.  Many of these clubs have a variety of reasonable prices that anyone could afford and options on how frequent you could schedule your wine.  One tip on joining these clubs is to find out the local laws of your state because many laws apply to different states and an adult signature is always required when receiving alcohol in the mail.  Sample everything from award winning wines to some of the most popular wines on the market.
</p><p>Both clubs offer a great chance and opportunity to explore and become a more educated wine connoisseur.  Before joining a club, make sure you do some research and find out all the details before jumping in.  Ask friends or even your local wine shop if they can offer any information about these clubs.  Most times your local wine shop will have a wine club or a website where you can get discounts and offers.  Last but not least enjoy yourself, joining a wine club should be fun and social with people just like yourself.  So get out there and enjoy.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/how-to-serve-wine.html"">How to Serve Wine</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>. </p>";"gitka gitka";NULL;NULL;NULL;"Joining a Wine club";NULL;"Joining a wine club can be quite fun and enjoyable.  Whether it is a social get together to appreciate wine, or an internet wine club that offers great discounts and sends you bottles periodically,";"2019-06-17 04:19:34";"2019-06-17 04:19:34";"2019-07-13 16:17:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"45";"2";"Making Wine at Home";"making-wine-at-home";"0";NULL;"<p>Ever wanted to try to make your own wine but always thought it was too difficult to make?  It actually is not that difficult and could be a fun project to try one day, who knows, maybe you might be the next Robert Mondavi.  Most of the people I speak to that make their own wine tell me that it is a rewarding hobby.  There are kits available with a basic online search; you can find inexpensive wine making kits online.  Now with making wine, you have to experiment a little to get the style of wine that is more suitable for your tastes.  Results vary with every batch but most of the time; you will wind up with a pretty descent drinkable wine.  Now when you make wine you don’t always have to use grapes.  You can mix it up and use all different types of fruits like apples, peaches, pears, etc.  As far as some of the equipment you need include:
</p><ol>
	<li>Sugar</li>
	<li>Yeast (found in brewing shops or supermarkets)</li>
	<li>A large plastic tub to put the juice in and also needs a lid.</li>
	<li>A juicer (for lazy people who don’t want to squeeze their fruits)</li>
	<li>A glass fermenting jug. A large glass jar with an airlock.  Something like mason jars but only larger.</li>
	<li>A plastic tube for siphoning</li>
</ol><h2>Steps</h2><p>  The first step is to get the juice.  Some kits or recipes suggest watering down your fruit juice but I disagree.  If you want a flavorful wine then don’t add the water.  The electric juicer is great for hard fruits like apples and pears.  There are many ways to extract the juice from your fruit.  One method is boiling your fruits in a little water but this will lighten the flavor.  Another method is to soak the fruit for a few days which is a good way to get extra coloring from the skins of the fruit.  This step of making wine can be the most fun because you can include the kids and try to do it the old fashion way by stepping on your fruit like they did in the past.  Stepping and crushing your fruit can be a little messy but a great memory making moment to share with family and friends.  Some people mix fruits which has been successful so you might want to try that.
</p><p>  The second step is to add the sugar.  Some juices are already naturally sweet so you will not need to add sugar but most fruit juices do need a little extra sugar.  The ratio of sugar added is two pounds of sugar to one gallon of juice.  This ratio will make a sweet wine but if you prefer a dry style wine, you can reduce the amount of sugar.  Always remember that the more sugar in the juice will create a higher alcohol wine.  One of the better ways to add the sugar to your juice is to slowly simmer your juice in a large stainless steel pot and dissolve the sugar into the juice.
</p><p>  The next step on our way to making some great wine is to add the yeast.  Dissolve your yeast in a little warm water to activate the yeast.  Usually there are instructions on the temperature of the water to activate the yeast.  After activating the yeast wait a few minutes then add the yeast to your juice and seal up the jar.  The fermentation should start soon and you will know by seeing bubbles which is the yeast converting the sugar to alcohol.
</p><p>  The waiting game is the name step.  Put your jar in a warm place and leave it.  The longer you wait, the better your wine will taste.  Average time is about nine months to a year.  It can be consumed earlier but it will be rougher and not as good.  The waiting really makes a difference.  Now you do have to maintain the juice once a month.  You will begin to notice a white layer appearing on the bottom of the jar which is the dead yeast cells falling to the bottom.  To prevent the wine from absorbing the yeast taste, you should siphon out the juice to another container and discard the dead yeast cells.  Do not bottle your wine until the juice is clear.  Once the bubbles stop showing and the juice is clear, you can then bottle your wine for storage.
</p><p>Some tips to remember are to store the wine away.  Resist the temptation of drinking it at this stage and store it in a cool place for up to two years.  Enjoy it with friends and family and reap the benefits of your rewards.  There is no exact recipe and experimenting with all different types of fruits and juices is good.  Eventually you will find your style and have your own personal recipe.  So enjoy and have fun.  If the wine comes out really good then please send me a bottle.  As always enjoy.
</p><p>Further Reading: <a href=""https://theliquorstore.com/blog/joining-a-wine-club.html"">Joining a Wine Club</a><br></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Making Wine at Home";NULL;"Ever wanted to try to make your own wine but always thought it was too difficult to make?  It actually is not that difficult and could be a fun project to try one day, who knows, maybe you might be";"2019-06-17 04:22:37";"2019-06-17 04:22:37";"2019-07-14 16:21:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"10";NULL;NULL;NULL;"w1";NULL
"46";"2";"Organic Wine: Is it Healthier?";"organic-wine-is-it-healthier";"0";NULL;"<p>There are so many topics to write about when dealing with organic wines.
</p><ul>
	<li>Do they cause headaches? </li>
	<li>Do they taste better? </li>
	<li>Are they healthier than regular wine?  </li>
</ul><p>These questions are just a few many are seeking the answers for.  It is kind of hard to tell what is true or false with all the studies that contradict each other with the answers about health benefits, etc.
</p><p>So how can we truly make a reasonable decision when the facts are not genuine?
</p><p>I think if we take a step back and look at the small details than maybe we might wiggle our way out of this heap of information that’s harder to swallow than a corked wine.
</p><p>Why do we use pesticides in the first place?
</p><p>Pesticides are toxic and are used to kill pests at a small enough dosage so it isn’t harmful to humans.  The benefits are that larger crops can be harvested, prevent weeds or damage from rodents and molds.  Many supporters say we couldn’t keep up with the demand for food if we grow all organic due to loss of crops to pests, rodents and molds.
</p><p>There is not enough research to determine how dangerous these pesticides are to us but many suggest that they strip the vitamins and minerals and important disease fighting agents from the food which could help us fight off cancers, and other ailments and diseases.
</p><p>Pesticides have been linked to birth defects, cancers, neurological and developmental and disruption to the endocrine system.  Not only to us but the disappearance of honey bees, the death of many bats and other environmental disasters are linked to pesticides.
</p><p>Other studies suggest that foods become richer in vitamins and minerals do to the facts that weeds, rodents and pests aren’t stripping the fruits and vegetables of their vitamins.  So does convenience and affordability out weigh health?
</p><p>Organic wines preserve the uniqueness of the land and terroir which give characteristics to wine. Many people suggest organic wines are tastier due to all the minerals and vitamins that aren’t affected by pesticides.
</p><p>Although there is more research needed, Organic wines and foods have become more and more popular.  It is really hard to tell if organic wine is tastier or healthier but one thing is for certain which is that our fore fathers made wine pesticide free and like the saying goes, “if the clock isn’t broken, don’t fix it.”  Do the research for yourself and let me know what you find.  As always I hope this information helps you make a healthier decision and enjoy.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/making-wine-at-home.html"">Making Wine at Home</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Organic Wine: Is it Healthier?";NULL;"There are so many topics to write about when dealing with organic wines.

	Do they cause headaches? 
	Do they taste better? 
	Are they healthier than regular wine?  
These questions are just a";"2019-06-17 04:25:34";"2019-06-17 04:25:53";"2019-07-15 16:25:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"7";NULL;NULL;NULL;"w1";NULL
"47";"2";"Origins of wine";"origins-of-wine";"0";NULL;"<p>The English word “wine” comes from the Latin word “vinum” or “vine”.  The v and the w became interchangeable from the Proto-Germanic word “winam”. The earliest evidence of production of wine dates back over 8,000 years ago.  8,000 year old ceramic storage jars in the Georgian region of Shulavari were found.  In these storage jars were evidence of crushed grapes.
</p><p> Even earlier than that in Ancient Egypt, six of 36 amphoras were found in the tomb of King Tutankhamun bearing the name Kha’y who was the chief vintner.  These amphoras dated back to the 7th century B.C.  Other traces of wine have also been found in Asia dating from the 1st and 2nd millennia B.C.  India also has a history with wine by the first mentioning of grape based wines in the late 4th century B.C. in writings of Chanakya.  Of course the Romans also have a history and taught many of the production techniques that are still used today.
</p><p>  Most of the wine was made from the species Vitis Vinifera which translates to common varieties such as Pinot Noir, Chardonnay, Cabernet Sauvignon ,Gamay and Merlot.  Throughout the years there have been many hybrids and cross breeds of these varieties which are used for the production of wine.
</p><h2>Hybridization and Grafting</h2><p>  Grafting- This is a horticultural technique where one root or plant tissue is inserted into another plant so that they become one.  For instance an apple tree may be grafted onto a dwarf tree because they provide more fruit per unit of land.  Grafting can sometimes overcomes a roots deficiency and strengthen its weaknesses.
</p><p>Hybridization- This technique combines different varieties together to create a hybrid.  This process takes longer than grafting.  This method is more an act of mating varieties to create a hybrid.
</p><p>Both of these techniques are used to strengthen and make a new hardy crop which may be more disease resistant from the original.
</p><h2>Terroir</h2><p>  Terroir comes from the word Terre or translated to land in French.  This term is associated with many grape varieties and is a term used to describe a characteristic of the geography, geology and climate of certain regions.  Terroir is used in many European countries and used to categorize wines made from certain areas.  For instance Bordeaux refers to the terroir or style rather than a varietal like in The U.S. where you find Cabernet Sauvignon.  Terroir are regulated by the governments to keep the values of wines and protect traditional winemaking techniques.
</p><h2>New World wine and Old World wine</h2><p>  Old World Wine refers to wine produced in countries that have a long traditional history in winemaking.  Countries like Italy, France, Spain, etc.  These countries have been following a standard and tradition using the same techniques that were used for many years.
</p><p>New World Wine refers to countries that are relatively new at making wine and use varietals and blends that wouldn’t be normally used. Some of the New World regions or countries would be Australia, Chile, U.S., etc.
</p><h2>Tasting wine</h2><p>  There is an art to wine tasting and many terms and lingo are associated with wine.  Terms like bouquet, aromas, full or light bodied, etc., are examples of some of the terms used.  When drinking wine it is sometimes best to swirl it in your glass to aerate the wine and release aromas and flavors. There are accessories that can aid in your wine tasting experiences such as decanters, aerators, vacuum seals and glasses designed for wine.
</p><h2>Collecting wines</h2><p>  Some wines have a greater ability to age.  The levels of tannins or acidity in certain wines give the wine the ability to get better in taste and are able to be stored or collected.  Some of these wines are rated highly by wine publications.
</p><p>These are just a few of the terms and history behind wine.  Wine has been enjoyed for centuries and with the new techniques and the new production methods that are being used, wine will only get better.  Any questions or comments are welcomed and encouraged.  Please check out our other articles for new and interesting content.
</p><p>Further reading: <a href=""https://theliquorstore.com/blog/organic-wine-is-it-healthier.html"">Organic Wine: Is it Healthier?</a></p><p>Learn more about our wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";"gitka gitka";NULL;NULL;NULL;"Origins of wine";NULL;"The English word “wine” comes from the Latin word “vinum” or “vine”.  The v and the w became interchangeable from the Proto-Germanic word “winam”. The earliest evidence of production of wine dates";"2019-06-17 04:28:20";"2019-06-17 04:28:20";"2019-07-16 16:26:00";"0000-00-00 00:00:00";"1";"0";"0";"1";"7";NULL;NULL;NULL;"w1";NULL
