"page_id";"title";"root_template";"meta_title";"meta_keywords";"meta_description";"identifier";"is_active";"layout_update_xml";"is_new";"is_sale";"is_sale_by_rule";"include_type";"include_sku";"category";"attributes";"stock_less";"stock_more";"stock_status";"layout_heading";"layout_file";"layout_file_name";"layout_file_alt";"layout_description";"layout_static_top";"layout_static_bottom";"include_navigation";"columns_count";"include_menu";"include_menu_position";"default_sort_by";"advanced_filter_condition";"conditions_serialized";"layout_footer";"is_hide_condition_filters";"custom_design"
"71";"Dominant Varietal / Marsanne";"one_column";"Buy Marsanne Online Today";NULL;"Shop for the finest selection from Marsanne at TheLiquorStore.com. The selection of Marsanne will fit your tastes and delivery is available.";"wine-varietal/marsanne";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Marsanne is found in the Rhone region of France and also goes by the name Grosse Roussette. It is a white grape varietal and used in blends and the principal component of the wines from Hermitage and sparkling wines. Outside of France this grape is found in Australia, Switzerland and the U.S. This varietal is delicate and needs the right climate to thrive in. In areas too hot, the grape over-ripens and in regions too cold, the grape doesn&rsquo;t ripen fully and tastes bland. The wines made from this varietal tend to be deeply colored with hints of spice and pear, rich and nutty. It can be high in alcohol and with proper aging can develop more body with darker color and flavors. Although the varietal Roussanne is allowed to be grown in the Chateauneuf du Pape region, Marsanne is not allowed. This varietal can also be found in many Cotes du Rhone wines. Some producers leave the grapes on the vine until the last possible moment to harvest for higher alcohol levels and better aging ability.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/pinot-meunier"">Up Next:&nbsp;<span id=""docs-internal-guid-0158a858-7fff-6126-4ff1-f71e27caa47f""><span>Pinot Meunier</span></span></a></p>
<p>Discover other fine wine and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""652"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"72";"Dominant Varietal / Pinot Meunier";"one_column";"Buy Pinot Meunier Online Today";NULL;"Shop for the finest selection from Pinot Meunier at TheLiquorStore.com. The selection of Pinot Meunier will fit your tastes and delivery is available.";"wine-varietal/pinot-meunier";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p><span id=""docs-internal-guid-b4cb5dd5-7fff-9312-45f3-2ab87cbf93d0""><span>This grape is also known as black Riesling which is a black grape known for being one of three grapes used to produce Champagne. &nbsp;This varietal has gained popularity for the body and richness it adds to Champagne. It dates back to the first known mention of it in the 16th century. &nbsp;The name is derived from the French word meunier which means flour like dusty white down the underside of the leaves. Many believe this grape to be a mutation of Pinot Noir. &nbsp;This grape has been favored because it buds and ripens more reliably than Pinot Noir. It thrives in cooler climates and produces light colored wines with higher acid levels and contributes great aromatics and fruity flavors to wine which is why it is commonly used for Champagnes that are consumed young because it doesn&rsquo;t age as well as Chardonnay or Pinot Noir. &nbsp;Widely planted during the 19th century throughout France, it is also found in Germany, and California. In Germany, Pinot Meunier is used to make light, off dry, rich fruity wines known as Schillerwein and used in a sparkling wine called Sekt. </span></span></p>
<p><a href=""https://theliquorstore.com/wine-varietal/arneis"">Up Next:&nbsp;<span id=""docs-internal-guid-f860516a-7fff-ab71-2759-1422b8c2f126""><span>Arneis</span></span></a></p>
<p><a href=""https://theliquorstore.com/"">Discover other fine wines and spirits here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""849"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"73";"Dominant Varietal / Arneis";"one_column";"Buy Arneis Online Today";NULL;"Shop for the finest selection from Arneis at TheLiquorStore.com. The selection of Arneis will fit your tastes and delivery is available.";"wine-varietal/arneis";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Arneis is a white Italian wine that comes from the Piedmont region of Italy. &nbsp;The meaning of this word to the people of Piedmont means &ldquo;little rascal&rdquo;. It is called that because of the difficulty in growing this varietal which led to its decline and almost to extinction until 1980 where plantings of this grape saw an increase. &nbsp;The vines are prone to powdery mildew, though new clones of this vine are developing a tolerance. Winemakers discovered different soils gave the grapes different characteristics. Chalky, sandy soils gave the grapes more acidity while clay soils bring out the elegant and exotic perfumes. &nbsp;It produces a clean crisp and floral varietal that is dry with a full body and low acidity. Arneis is used to soften Nebbiolo and becomes more full bodied if aged in oak. Arneis has the potential to make highly perfumed wines with wonderful aromas of almonds, apricots and peaches. There are also limited plantings in Australia, California and New Zealand. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></p>
<p><a href=""https://theliquorstore.com/wine-varietal/vernaccia""><span>Up Next:&nbsp;<span id=""docs-internal-guid-084993be-7fff-5056-68b9-718e7acfe014""><span>Vernaccia</span></span></span></a></p>
<p>Curious to know other flavors? <a href=""https://theliquorstore.com/"">Discover them here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""664"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"74";"Dominant Varietal / Vernaccia";"one_column";"Buy Vernaccia Online Today";NULL;"Shop for the finest selection from Vernaccia at TheLiquorStore.com. The selection of Vernaccia will fit your tastes and delivery is available.";"wine-varietal/vernaccia";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Vernaccia is found in many Italian wines. This white grape varietal Vernaccia translates to &ldquo;vernacular&rdquo;. The history of this grape can date back to ancient times and was commonly referred to as Vernage in London. The white varietal produces a good crisp wine with good acidity and citrus notes. It is both a varietal wine and blended with Trebbiano. Since the Renaissance, Vernaccia has been considered one of the finest white wines in Italy and the first to be awarded DOC status in 1966. That designation was later upgraded to DOCG in 1993. The name Vernaccia was used for other grapes such as the Sardinian grape used in Vernaccia di Oristano and the Marche grape. The origin of where it came from is still clouded in mystery and there are many disagreements of if it came from Eastern Europe, Greece or the Italian peninsula. Depending on the ripeness at harvest time, this grape can produce a wine that has fresh crispness, fresh, medium to full bodied with elegance and balance with a fine delicate bouquet of citrus and almond flowers with an almond finish.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/aligote"">Up Next:&nbsp;<span id=""docs-internal-guid-8d728315-7fff-5957-ec81-d1326def570c""><span>Aligote</span></span></a></p>
<p>Curious to know what else we have in store? <a href=""https://theliquorstore.com/"">Discover our fine wines and spirits here</a>.</p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""351"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"75";"Dominant Varietal / Aligote";"one_column";"Buy Aligote Online Today";NULL;"Shop for the finest selection from Aligote at TheLiquorStore.com. The selection of Aligote will fit your tastes and delivery is available.";"wine-varietal/aligote";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Aligote is found in the regions of Burgundy where it produces a dry white wine. Also found in Eastern Europe, Russia, Bulgaria, and the Ukraine. &nbsp;First documented in the 18th century, Aligote is used in a sparkling wine called Cremant de Bourgogne. There is also a cocktail made with a splash of cassis added to Aligote wine and called Kir. &nbsp;This varietal is very tolerant to the cold and tends to ripen early. The wine from this varietal should be consumed young. It has high acidity with aromas of apples and lemons. This grape adds structure and acidity when blended and is often mixed with Sacy to compliment the acidity. &nbsp;This varietal was mostly planted in poorer regions and is widely found in the village of Bouzeron. Aligote was found to be a crossing of Pinot Noir and Gouais Blanc. Some of the other names this grape goes by are: Alligote, Blanc de Troyes, Vert Blanc and other names as well. Bourgogne Aligote is an appellation within Burgundy for white wines made with the Aligote grapes. &nbsp;This region created around 1937 became well known for its wines and was awarded its own independent appellation in 1998.</span></p>
<p dir=""ltr""><span></span><a href=""https://theliquorstore.com/wine-varietal/sauvignon-gris"">Up Next:&nbsp;<span id=""docs-internal-guid-f711f77a-7fff-c158-228e-d999ee1d18b0""><span>Sauvignon Gris</span></span></a></p>
<p dir=""ltr"">Learn more about our other products <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""683"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"77";"Dominant Varietal / Sauvignon Gris";"one_column";"Buy Sauvignon Gris Online Today";NULL;"Shop for the finest selection from Sauvignon Gris at TheLiquorStore.com. The selection of Sauvignon Gris will fit your tastes and delivery is available.";"wine-varietal/sauvignon-gris";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p>Sauvignon Gris is a pink color wine grape that is a mutation of the varietal Sauvignon Blanc and found in regions in Bordeaux and Chile. This varietal shares many characteristics of Sauvignon Blanc which originated from the Bordeaux region of France. Although it has similar levels of acidity, it does produce higher sugar levels than Sauvignon Blanc. The flavors can change according to climate. It can range from Sweet and grassy to tropical and sweet. With greater aromatics these wines were feeling more round and rich feel to it. This wine should be served slightly chilled and pairs well with fruits, cheese and seafood. Sauvignon Gris is sometimes known as Sauvignon Rose.</p>
<p><a href=""https://theliquorstore.com/wine-varietal/charbono-bonarda"">Up Next: Charbono Bonarda</a></p>
<p>Learn more about other wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>
<p></p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""787"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"78";"Sub-Category / Dry Rose";"one_column";"Buy Dry Rose Online Today";NULL;"Shop for the finest selection from Dry Rose at TheLiquorStore.com. The selection of Dry Rose will fit your tastes and delivery is available.";"sub-category/dry-rose";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Rose wines get their color from the amount of time the skins of the grapes are allowed to have contact with the juice which means that the color can range from orange to deep purple. &nbsp;Historically most of the Rose wine was dry and delicate. It wasn&rsquo;t until after World War two that the popularity for medium sweet rose arose. The demand rose and white wines lead to the creation of &ldquo;blush&rdquo; wines. &nbsp;Blush wines are made from red grapes in a technique called saignee. This process is where there is minimal skin contact which resulted in a stuck fermentation when the yeast dies before transforming the sugars to alcohol and leading to a sweeter wine. &nbsp;The term Blush was generally used only in North America and referred to color but since has been used worldwide as a reference for sweet rose. A majority of the dry Rose contains varietals like: Syrah, Grenache, and Carignan. Some of the regions known for a drier style of rose wines are regions such as Provence, Australia, and Languedoc.</span></p>
<p><a href=""https://theliquorstore.com/sub-category/dry-vermouth""><span>Up Next:&nbsp;<span id=""docs-internal-guid-b0f14990-7fff-55b9-5dbe-3596726ea21a""><span>Dry Vermouth</span></span></span></a></p>
<p>Learn more about our fine selection <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:12:""sub_category"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1841"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"79";"Sub-Category / Dry Vermouth";"one_column";"Buy Dry Vermouth Online Today";NULL;"Shop for the finest selection from Dry Vermouth at TheLiquorStore.com. The selection of Dry Vermouth will fit your tastes and delivery is available.";"sub-category/dry-vermouth";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Vermouth can trace its history back to the 18th and early 19th century. &nbsp;This fortified wine made with various herbs and roots was first produced as a medicinal libation. &nbsp;Very aromatic, it first starts out with a wine base before the added alcohol, roots, barks, and herbs are added. &nbsp;Vermouth is often used as an ingredient in cocktails and or sometimes used in cooking as a substitute for white wine.</span></p>
<p dir=""ltr""><span>The name comes from an old German word for wormwood named &ldquo;Wermut&rdquo; which was added to this beverage. &nbsp;The ingredients were believed to help stomach problems and medicinal wines originated from the Greeks in the early 400BC. &nbsp;Another popular belief for the added ingredients was to mask the foul odors of spoiling wines. Other herbs and spices were added for their additional benefits. &nbsp;Over the course of history, many different types of Vermouth were made which made it extremely popular.</span></p>
<p dir=""ltr""><span>The different types of Vermouth consist of Dry, Sweet, and half sweet and half dry. &nbsp;Vermouth can be consumed as a stand alone aperitif or mixed to make a martini. The sweet Vermouths are usually red and the dry Vermouths are pale or white in color. &nbsp;The alcohol levels can range around 17% ABV. One of the reasons for cooking with Vermouth is because unlike wine which spoils quickly, Vermouth has a longer shelf life. &nbsp;In the early 20th century the ban of wormwood based drinks reduced the popularity of this beverage. Others names have been used to describe the sweet or dry versions of Vermouth. &nbsp;Some names like Rosso, and Italian vermouth are used to describe the sweet and names like Bianco, French vermouth, or white have been used to describe the dry version. There is other types that exists, like the golden and rose as well as a half sweet and half dry versions but they are more popular with their local regions and not internationally recognized. </span></p>
<p><a href=""https://theliquorstore.com/sub-category/sweet-vermouth""><span>Up Next: Sweet Vermouth</span></a></p>
<p>Discover our fine wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:12:""sub_category"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1896"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"80";"Sub-Category / Sweet Vermouth";"one_column";"Buy Sweet Vermouth Online Today";NULL;"Shop for the finest selection from Sweet Vermouth at TheLiquorStore.com. The selection of Sweet Vermouth will fit your tastes and delivery is available.";"sub-category/sweet-vermouth";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Vermouth can trace its history back to the 18th and early 19th century. &nbsp;The name Vermouth derives from a German word named &ldquo;Wermut&rdquo; which referred to the wormwood added to this beverage. &nbsp;This fortified wine made with various herbs and roots was first produced as a medicinal libation. The ingredients were believed to help stomach problems which first originated from the Greeks in the early 400BC. Very aromatic, it first starts out with a wine base before the added alcohol, roots, barks, and herbs are added. &nbsp;Another popular belief for the added ingredients was to mask the foul odors of spoiling wines. Other herbs and spices were added for their additional benefits. With a longer shelf life than wine, Vermouth is often used as an ingredient in cocktails and or sometimes used in cooking as a substitute for white wine. </span></p>
<p dir=""ltr""><span>The different types of Vermouth consist of Dry, Sweet, and half sweet and half dry which can also stand alone as an apertif. &nbsp;The sweet Vermouths are usually red and the dry Vermouths are pale or white in color. The alcohol levels can range around 17% ABV. &nbsp;In the early 20th century the ban of wormwood based drinks reduced the popularity of this beverage. Other names have been used to describe the sweet or dry versions of Vermouth. &nbsp;Some names like Rosso, and Italian vermouth are used to describe the sweet and names like Bianco, French vermouth, or white have been used to describe the dry version. There are other types that exist, like the golden and rose as well as a half sweet and half dry versions but they are more popular with their local regions and not internationally recognized. &nbsp;Caramel coloring is often added to make the red versions and many variations of the secret recipes to make this beverage have created other aperitifs such as lilet and dubonnet.</span></p>
<p dir=""ltr""><a href=""https://theliquorstore.com/sub-category/sweet-rose""><span>Up Next: Sweet Rose</span></a></p>
<p dir=""ltr"">Learn more about what TheLiquorStore.com has to offer <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:12:""sub_category"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1889"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"81";"Sub-Category / Sweet Rose";"one_column";"Buy Sweet Rose Online Today";NULL;"Shop for the finest selection from Sweet Rose at TheLiquorStore.com. The selection of Sweet Rose will fit your tastes and delivery is available.";"sub-category/sweet-rose";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Historically most of the rose wines from earlier times were dry, and bold and their colors can range anywhere between pale orange to deep purple. &nbsp;There are three ways to produce rose wines which include; skin contact, saignee, and blending. It wasn&rsquo;t until the demand for white wine shortly after World War two that caused the popularity for sweeter rose wines. &nbsp;This demand for white wines exceeded the availability of white grapes and many producers experimented making white wines from red grape varietals. Sutter Homes was one of the pioneers behind the creation of white zinfandel. One of the causes for a sweeter wine was because with minimal skin contact the process suffered a stuck fermentation where the yeast dies before all the sugars are transformed into alcohol. &nbsp;The term blush originally was a term coined for the color of the wine but in recent times has been used internationally to describe a sweeter wine. Some examples of sweet rose are: Mateus rose, White Zinfandel, etc.</span></p>
<p dir=""ltr""><a href=""https://theliquorstore.com/sub-category/absinthe""><span>Up Next: Absinthe</span></a></p>
<p dir=""ltr""><span> </span></p>
<p dir=""ltr"">Discover our fine wines and spirits <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:12:""sub_category"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1865"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"82";"Producer / Veuve Clicquot";"one_column";"Buy Veuve Clicquot Online Today";NULL;"Shop for the finest selection from Veuve Clicquot at TheLiquorStore.com. The selection of Veuve Clicquot will fit your tastes and delivery is available.";"producer/veuve-clicquot";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Founded in 1772 by Philippe Cliquot Muiron, Veuve was favored throughout Europe by nobility. &nbsp;Not only the name of Champagne but also an enterprise known as the House of Veuve Cliquot which became a respected brand under the management of Madame Clicquot. &nbsp;She was credited with great breakthroughs like the invention of the riddling rack which was a 45 degree angled rack in which the Champagne was stored and turned once a day to help the sediments of the yeast float towards the cork which was then opened and the sediment removed and replaced with a little sweet wine then packaged for sale. &nbsp;The oldest bottle ever found was dated from 1893 and is currently on display at the visitor center in Reims and is regarded as priceless.</span></p>
<p dir=""ltr""><a href=""https://theliquorstore.com/producer/california""><span>Up Next: California Wines</span></a></p>
<p dir=""ltr"">Learn more about TheLiquorStore.com <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:8:""producer"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""1764"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"83";"Producer / California Wines";"one_column";"Buy California Wines Online Today";NULL;"Shop for the finest selection from California at TheLiquorStore.com. The selection of California Wines will fit your tastes and delivery is available.";"producer/california";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>California accounts for about 90% of the entire American wine production. &nbsp;One third larger in production than Australia and three quarters the size of France, California&rsquo;s history of wine production dates back to the 18th century. &nbsp;California entered the international markets in 1976; it was the first state to introduce Vitis Vinifera vines from Spanish missionaries who planted the vines to produce wines for their religious rituals. &nbsp;The Gold rush in the mid 19th century contributed to the increased demand for wine from the settlers of the region. Geologically California has a broad range of climates with sufficient rainfall, cool winds, and well balance sunshine and heat. &nbsp;California&rsquo;s Mediterranean climate and diverse soil compositions make it easy to have a distinct variety of grapes to be grown. The wine regions are divided into four main regions which include: North Coast, Central Coast, South Coast, and Central valley. &nbsp;Over one hundred different varietals are grown in over 427,000 acres located on a stretch of land covering 700 miles. Producing everything from Sparkling wines, New World Wines, Old World Wines and even dessert wines, if California was a separate country, it would be the world&rsquo;s fourth largest wine producer. &nbsp;Some of the best quality wines come from California.</span></p>
<p dir=""ltr""><a href=""https://theliquorstore.com/producer/mirassou""><span>Up Next:&nbsp;Mirassou Vineyards</span></a></p>
<p dir=""ltr""><span> </span></p>
<p dir=""ltr"">Learn more about our products <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:8:""producer"";s:8:""operator"";s:2:""=="";s:5:""value"";s:4:""2712"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
"84";"Dominant Varietal / Charbono / Bonarda";"one_column";"Buy Bonarda Online Today";NULL;"Shop for the finest selection from Bonarda at TheLiquorStore.com. The selection of Bonarda will fit your tastes and delivery is available.";"wine-varietal/charbono-bonarda";"1";NULL;"0";"0";"0";"0";NULL;NULL;"a:0:{}";"0";"0";"0";NULL;NULL;NULL;NULL;"<p dir=""ltr""><span>Bonarda was the most widely planted grape in Argentina until Malbec took its place. &nbsp;Used to make bulk table wines, Bonarda produces a lighter bodied, fruity with full flavors of cherry and plum. Originally from Italy in the piedmont region which is also known as Bonarda Piemontese. &nbsp;There is a debate on if the Bonadra Piemontese is related to Argentine Bonarda but it is hard to tell since there are many different varietals called Bonarda. When older vines are oak aged, it brings out the concentrated fruit, dense and tannic. &nbsp;Bonarda can be the same grape as Charbono found in California. There is also wine labeled Bonarda found in Italy in the North Central region but it is actually the Croatina grape. </span></p>
<p dir=""ltr"">Learn more about our products <a href=""https://theliquorstore.com/"">here</a>.</p>";NULL;NULL;"left";"4";"0";"0";NULL;"1";"a:7:{s:4:""type"";s:34:""amlanding/filter_condition_combine"";s:9:""attribute"";N;s:8:""operator"";N;s:5:""value"";s:1:""1"";s:18:""is_value_processed"";N;s:10:""aggregator"";s:3:""all"";s:10:""conditions"";a:1:{i:0;a:5:{s:4:""type"";s:34:""amlanding/filter_condition_product"";s:9:""attribute"";s:11:""dominantvar"";s:8:""operator"";s:2:""=="";s:5:""value"";s:3:""933"";s:18:""is_value_processed"";b:0;}}}";NULL;"1";NULL
